result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
paired-pedagogy-development-001-evidence-strength-v11-main-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-3712b5affbfe,90,125,S-90,2026-09-06,216 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/paired-pedagogy-development-001-evidence-strength-v11-main-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-evidence-strength-v11-main-trial-1-live-001.json
paired-pedagogy-development-001-evidence-strength-v11-main-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-753830ae7426,90,125,S-90,2026-09-06,216 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/paired-pedagogy-development-001-evidence-strength-v11-main-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-evidence-strength-v11-main-trial-2-live-001.json
evidence-strength-generation-development-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-078cb710ad92,249,284,S-249,2026-09-06,563 calls;0 failures,Refine pending all content gates,research/05_evaluation/evidence-strength-generation-development-001-results.md,research/05_evaluation/records/evidence-strength-generation-development-001.json
independent-factual-revision-controls-001-contract-001,Response generation and revision,Instructional generation and repair,trial-84ef6404abf1,71,106,S-71,2026-09-06,0 external calls;64 local compositions,Keep contract only,research/05_evaluation/independent-factual-revision-controls-001-contract-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-contract-001.json
independent-factual-revision-controls-001-live-001,Response generation and revision,Instructional generation and repair,trial-86626d4e1df3,73,108,S-73,2026-09-06,64 external calls;64 local compositions,Refine; Stage A fails preservation/critical gates,research/05_evaluation/independent-factual-revision-controls-001-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-live-001.json
independent-factual-revision-controls-001-v13-contract-001,Response generation and revision,Instructional generation and repair,trial-63c2dec0ef48,73,108,S-73,2026-09-06,0 external calls;80 local compositions,Keep contract only,research/05_evaluation/independent-factual-revision-controls-001-v13-contract-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v13-contract-001.json
independent-factual-revision-controls-001-v13-live-001,Response generation and revision,Instructional generation and repair,trial-11e810ae0eb7,74,109,S-74,2026-09-06,80 external calls;80 local compositions,Refine: 29/32 reused repairs misses 30/32,research/05_evaluation/independent-factual-revision-controls-001-v13-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v13-live-001.json
independent-factual-revision-controls-001-v14-contract-001,Response generation and revision,Instructional generation and repair,trial-ca6c3abf4cbb,74,109,S-74,2026-09-06,0 external calls; 112 local compositions,Keep contract only,research/05_evaluation/independent-factual-revision-controls-001-v14-contract-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v14-contract-001.json
independent-factual-revision-controls-001-v14-live-001,Response generation and revision,Instructional generation and repair,trial-17a69f14e640,74,109,S-74,2026-09-06,112 Sol calls; USD1.037656,Refine,research/05_evaluation/independent-factual-revision-controls-001-v14-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v14-live-001.json
independent-factual-revision-controls-001-v14-medium-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-cbeb5356164a,75,110,S-75,2026-09-06,112 Sol calls; USD1.126396,Go Deeper,research/05_evaluation/independent-factual-revision-controls-001-v14-medium-trial-1-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v14-medium-trial-1-live-001.json
independent-factual-revision-controls-001-v14-medium-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-a6f21002c297,75,110,S-75,2026-09-06,112 Sol calls; USD1.111496,Go Deeper,research/05_evaluation/independent-factual-revision-controls-001-v14-medium-trial-2-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v14-medium-trial-2-live-001.json
generation-role-model-development-001-conditional-v14-medium-short-trial-1-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-00e11813be68,250,285,S-250,2026-09-06,54 calls;0 failures,Go Deeper: narrow packet gates pass; main instrument requires correction,research/05_evaluation/generation-role-model-development-001-conditional-v14-medium-short-trial-1-live-001-results.md,research/05_evaluation/records/generation-role-model-development-001-conditional-v14-medium-short-trial-1-live-001.json
teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-1-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-0af8c2b710e6,118,153,S-118,2026-09-06,44 calls;0 failures,Go Deeper: narrow packet gates pass; main instrument requires correction,research/05_evaluation/teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-1-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-1-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-main-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-4792f996e03b,84,119,S-84,2026-09-06,292 calls;0 failures,Refine: main source-oracle inconsistency prevents factual qualification,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-main-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-main-trial-1-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-boundary-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-7a02d0eef07b,83,118,S-83,2026-09-06,24 calls;0 failures,Go Deeper: narrow packet gates pass; main instrument requires correction,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-boundary-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-boundary-trial-1-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-mixed-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-8ac910b3d1ef,85,120,S-85,2026-09-06,44 calls;0 failures,Go Deeper: narrow packet gates pass; main instrument requires correction,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-mixed-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-mixed-trial-1-live-001.json
teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-2-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-67933157916b,118,153,S-118,2026-09-06,44 calls;0 failures,Go Deeper: narrow packet gates pass; main instrument requires correction,research/05_evaluation/teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-2-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-conditional-v14-medium-profile-trial-2-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-main-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-82acd48be330,84,119,S-84,2026-09-06,292 calls;0 failures,Refine: main source-oracle inconsistency prevents factual qualification,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-main-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-main-trial-2-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-necessity-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-afae5d11200d,86,121,S-86,2026-09-06,24 calls; 0 failures,"Refine: 7/8, 1 critical",research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-necessity-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-necessity-trial-1-live-001.json
main-oracle-alignment-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-d7f50fcb5463,264,299,S-264,2026-09-06,10 tests; 112 injected histories; 0 calls,Keep instrument correction,research/05_evaluation/main-oracle-alignment-001-results.md,research/05_evaluation/records/main-oracle-alignment-001.json
paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-3ed6490663bc,84,119,S-84,2026-09-06,292 calls; 0 provider failures,Main gates pass; overall Refine,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-1-live-001.json
paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-eb60297df83a,85,120,S-85,2026-09-06,291 calls; 0 provider failures,Main gates pass; overall Refine,research/05_evaluation/paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-conditional-v14-medium-main-v3-trial-2-live-001.json
independent-factual-revision-controls-001-v15-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-1042e9cc2ad1,75,110,S-75,2026-09-06,112 calls; 0 provider failures,Drop for integration: 3 criticals,research/05_evaluation/independent-factual-revision-controls-001-v15-trial-1-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v15-trial-1-live-001.json
independent-factual-revision-controls-001-v15-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-f37d1d65d0c4,76,111,S-76,2026-09-06,112 calls; 0 provider failures,"Drop for integration: 1 critical, 1 uncertain",research/05_evaluation/independent-factual-revision-controls-001-v15-trial-2-live-001-results.md,research/05_evaluation/records/independent-factual-revision-controls-001-v15-trial-2-live-001.json
